country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Austria,AT,2021-13,65-79yr,1701,1219580,283.3,"TESSy COVID-19, national weekly data"
Austria,AT,2021-14,65-79yr,1447,1219580,258.1,"TESSy COVID-19, national weekly data"
Austria,AT,2021-15,65-79yr,1273,1219580,223,"TESSy COVID-19, national weekly data"
Austria,AT,2021-16,65-79yr,1053,1219580,190.7,"TESSy COVID-19, national weekly data"
Austria,AT,2021-17,65-79yr,798,1219580,151.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-09,80+yr,0,474047,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-10,80+yr,2,474047,0.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-11,80+yr,20,474047,4.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-12,80+yr,186,474047,43.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-13,80+yr,373,474047,117.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-14,80+yr,335,474047,149.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-15,80+yr,258,474047,125.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-16,80+yr,154,474047,86.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-17,80+yr,73,474047,47.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-18,80+yr,44,474047,24.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-19,80+yr,36,474047,16.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-20,80+yr,8,474047,9.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-21,80+yr,12,474047,4.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-22,80+yr,5,474047,3.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-23,80+yr,9,474047,3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-24,80+yr,14,474047,4.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-25,80+yr,13,474047,5.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-26,80+yr,6,474047,4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-27,80+yr,12,474047,3.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-28,80+yr,17,474047,6.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-29,80+yr,23,474047,8.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-30,80+yr,29,474047,11,"TESSy COVID-19, national weekly data"
Austria,AT,2020-31,80+yr,17,474047,9.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-32,80+yr,17,474047,7.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-33,80+yr,23,474047,8.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-34,80+yr,12,474047,7.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-35,80+yr,31,474047,9.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-36,80+yr,19,474047,10.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-37,80+yr,101,474047,25.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-38,80+yr,118,474047,46.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-39,80+yr,148,474047,56.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-40,80+yr,172,474047,67.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-41,80+yr,397,474047,120,"TESSy COVID-19, national weekly data"
Austria,AT,2020-42,80+yr,469,474047,182.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-43,80+yr,1078,474047,326.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-44,80+yr,1680,474047,581.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-45,80+yr,2305,474047,840.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-46,80+yr,2865,474047,1090.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-47,80+yr,3069,474047,1251.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-48,80+yr,2700,474047,1217,"TESSy COVID-19, national weekly data"
Austria,AT,2020-49,80+yr,2458,474047,1088.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-50,80+yr,1972,474047,934.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-51,80+yr,1668,474047,767.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-52,80+yr,1265,474047,618.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-53,80+yr,1380,474047,558,"TESSy COVID-19, national weekly data"
Austria,AT,2021-01,80+yr,1425,474047,591.7,"TESSy COVID-19, national weekly data"
Austria,AT,2021-02,80+yr,1115,474047,535.8,"TESSy COVID-19, national weekly data"
Austria,AT,2021-03,80+yr,933,474047,432,"TESSy COVID-19, national weekly data"
Austria,AT,2021-04,80+yr,798,474047,365.2,"TESSy COVID-19, national weekly data"
Austria,AT,2021-05,80+yr,622,474047,299.5,"TESSy COVID-19, national weekly data"
Austria,AT,2021-06,80+yr,498,474047,236.3,"TESSy COVID-19, national weekly data"
Austria,AT,2021-07,80+yr,544,474047,219.8,"TESSy COVID-19, national weekly data"
Austria,AT,2021-08,80+yr,511,474047,222.6,"TESSy COVID-19, national weekly data"
Austria,AT,2021-09,80+yr,536,474047,220.9,"TESSy COVID-19, national weekly data"
Austria,AT,2021-10,80+yr,580,474047,235.4,"TESSy COVID-19, national weekly data"
Austria,AT,2021-11,80+yr,638,474047,256.9,"TESSy COVID-19, national weekly data"
Austria,AT,2021-12,80+yr,658,474047,273.4,"TESSy COVID-19, national weekly data"
Austria,AT,2021-13,80+yr,595,474047,264.3,"TESSy COVID-19, national weekly data"
Austria,AT,2021-14,80+yr,532,474047,237.7,"TESSy COVID-19, national weekly data"
Austria,AT,2021-15,80+yr,421,474047,201,"TESSy COVID-19, national weekly data"
Austria,AT,2021-16,80+yr,321,474047,156.5,"TESSy COVID-19, national weekly data"
Austria,AT,2021-17,80+yr,253,474047,121.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-05,<15yr,0,1942114,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-06,<15yr,0,1942114,0,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-09,<15yr,0,1942114,0,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-10,<15yr,25,1942114,1.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-11,<15yr,31,1942114,2.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-12,<15yr,35,1942114,3.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-13,<15yr,62,1942114,5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-15,<15yr,52,1942114,5.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-16,<15yr,35,1942114,4.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-17,<15yr,40,1942114,3.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-18,<15yr,28,1942114,3.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-19,<15yr,14,1942114,2.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-20,<15yr,65,1942114,4.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-21,<15yr,72,1942114,7.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-22,<15yr,44,1942114,6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-23,<15yr,48,1942114,4.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-24,<15yr,52,1942114,5.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-25,<15yr,71,1942114,6.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-26,<15yr,75,1942114,7.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-27,<15yr,69,1942114,7.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-28,<15yr,62,1942114,6.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-29,<15yr,132,1942114,10,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-30,<15yr,262,1942114,20.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-31,<15yr,382,1942114,33.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-32,<15yr,465,1942114,43.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-33,<15yr,430,1942114,46.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-34,<15yr,377,1942114,41.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-35,<15yr,377,1942114,38.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-36,<15yr,418,1942114,40.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-37,<15yr,773,1942114,61.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-38,<15yr,1194,1942114,101.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-39,<15yr,1063,1942114,116.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-40,<15yr,1328,1942114,123.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-41,<15yr,2826,1942114,213.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-42,<15yr,5653,1942114,436.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-43,<15yr,6507,1942114,626.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-44,<15yr,3997,1942114,540.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-45,<15yr,1569,1942114,286.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-46,<15yr,1144,1942114,139.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-47,<15yr,1073,1942114,114.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-48,<15yr,1079,1942114,110.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-49,<15yr,108,1942114,61.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-50,<15yr,762,1942114,44.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-51,<15yr,792,1942114,80,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-52,<15yr,475,1942114,65.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-53,<15yr,351,1942114,42.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-01,<15yr,561,1942114,47,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-02,<15yr,614,1942114,60.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-03,<15yr,1005,1942114,83.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-04,<15yr,1393,1942114,123.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-05,<15yr,1213,1942114,134.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-06,<15yr,926,1942114,110.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-07,<15yr,984,1942114,98.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-08,<15yr,1070,1942114,105.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-09,<15yr,1196,1942114,116.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-10,<15yr,1916,1942114,160.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-11,<15yr,2896,1942114,247.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-12,<15yr,3126,1942114,310.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-13,<15yr,2031,1942114,265.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-14,<15yr,1319,1942114,172.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-15,<15yr,1455,1942114,142.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-16,<15yr,1631,1942114,158.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-17,<15yr,1781,1942114,175.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-05,15-24yr,0,1308759,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-06,15-24yr,0,1308759,0,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-09,15-24yr,5,1308759,0.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-10,15-24yr,44,1308759,3.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-11,15-24yr,74,1308759,9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-12,15-24yr,80,1308759,11.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-13,15-24yr,238,1308759,24.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-15,15-24yr,431,1308759,51.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-16,15-24yr,302,1308759,56,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-17,15-24yr,239,1308759,41.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-18,15-24yr,165,1308759,30.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-19,15-24yr,34,1308759,15.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-20,15-24yr,173,1308759,15.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-21,15-24yr,127,1308759,22.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-22,15-24yr,106,1308759,17.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-23,15-24yr,95,1308759,15.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-24,15-24yr,68,1308759,12.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-25,15-24yr,72,1308759,10.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-26,15-24yr,68,1308759,10.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-27,15-24yr,89,1308759,12,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-28,15-24yr,112,1308759,15.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-29,15-24yr,240,1308759,26.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-30,15-24yr,473,1308759,54.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-31,15-24yr,678,1308759,87.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-32,15-24yr,868,1308759,118.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-33,15-24yr,647,1308759,115.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-34,15-24yr,633,1308759,97.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-35,15-24yr,582,1308759,92.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-36,15-24yr,759,1308759,102.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-37,15-24yr,1325,1308759,159.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-38,15-24yr,2350,1308759,280.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-39,15-24yr,2878,1308759,399.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-40,15-24yr,4711,1308759,579.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-41,15-24yr,8868,1308759,1037.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-42,15-24yr,14467,1308759,1783,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-43,15-24yr,16355,1308759,2355.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-44,15-24yr,12166,1308759,2179.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-45,15-24yr,5722,1308759,1366.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-46,15-24yr,3581,1308759,710.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-47,15-24yr,2683,1308759,478.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-48,15-24yr,2010,1308759,358.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-49,15-24yr,165,1308759,166.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-50,15-24yr,1962,1308759,162.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-51,15-24yr,2079,1308759,308.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-52,15-24yr,1468,1308759,271,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-53,15-24yr,1329,1308759,213.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-01,15-24yr,1809,1308759,239.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-02,15-24yr,1714,1308759,269.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-03,15-24yr,1847,1308759,272.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-04,15-24yr,2038,1308759,296.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-05,15-24yr,2005,1308759,308.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-06,15-24yr,1758,1308759,287.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-07,15-24yr,1998,1308759,287,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-08,15-24yr,2468,1308759,341.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-09,15-24yr,2328,1308759,366.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-10,15-24yr,2971,1308759,404.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-11,15-24yr,4233,1308759,550.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-12,15-24yr,5012,1308759,706.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-13,15-24yr,4479,1308759,725.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-14,15-24yr,3771,1308759,630.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-15,15-24yr,4001,1308759,593.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-16,15-24yr,4054,1308759,615.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2021-17,15-24yr,3231,1308759,556.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-05,25-49yr,0,3751281,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-06,25-49yr,0,3751281,0,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-09,25-49yr,7,3751281,0.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-10,25-49yr,173,3751281,4.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-11,25-49yr,568,3751281,19.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-12,25-49yr,1244,3751281,48.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-13,25-49yr,2490,3751281,99.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-15,25-49yr,2742,3751281,139.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-16,25-49yr,1814,3751281,121.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-17,25-49yr,1408,3751281,85.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-18,25-49yr,892,3751281,61.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-19,25-49yr,180,3751281,28.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-20,25-49yr,695,3751281,23.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-21,25-49yr,527,3751281,32.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-22,25-49yr,384,3751281,24.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-23,25-49yr,306,3751281,18.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-24,25-49yr,242,3751281,14.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-25,25-49yr,246,3751281,13,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-26,25-49yr,237,3751281,12.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-27,25-49yr,254,3751281,13.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-28,25-49yr,294,3751281,14.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-29,25-49yr,597,3751281,23.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-30,25-49yr,1124,3751281,45.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-31,25-49yr,1745,3751281,76.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-32,25-49yr,1947,3751281,98.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-33,25-49yr,1718,3751281,97.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-34,25-49yr,1639,3751281,89.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-35,25-49yr,1484,3751281,83.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-36,25-49yr,1670,3751281,84.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-37,25-49yr,2649,3751281,115.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-38,25-49yr,4080,3751281,179.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-39,25-49yr,4368,3751281,225.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-40,25-49yr,7201,3751281,308.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-41,25-49yr,16160,3751281,622.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-42,25-49yr,30006,3751281,1230.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-43,25-49yr,45832,3751281,2021.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-44,25-49yr,43026,3751281,2368.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-45,25-49yr,22752,3751281,1753.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-46,25-49yr,13230,3751281,959.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-47,25-49yr,8215,3751281,571.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-48,25-49yr,5619,3751281,368.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-49,25-49yr,478,3751281,162.5,"TESSy COVID-19, national weekly data"
